epoch,train_loss,valid_loss,_rmse,time
231,55986900992.0,57373253632.0,239527.140625,00:00
232,55948341248.0,57373216768.0,239527.078125,00:00
233,55955648512.0,57373204480.0,239527.03125,00:00
234,55977238528.0,57373159424.0,239526.953125,00:00
235,55998148608.0,57373171712.0,239526.96875,00:00
236,55988748288.0,57373138944.0,239526.90625,00:00
237,55920889856.0,57372987392.0,239526.578125,00:00
238,55981645824.0,57372983296.0,239526.578125,00:00
239,55986274304.0,57373011968.0,239526.640625,00:00
240,55989710848.0,57372946432.0,239526.5,00:00
241,56020967424.0,57372925952.0,239526.46875,00:00
242,55970279424.0,57372917760.0,239526.4375,00:00
243,55959687168.0,57372897280.0,239526.421875,00:00
244,55974879232.0,57372889088.0,239526.390625,00:00
245,56035844096.0,57372917760.0,239526.4375,00:00
246,56061362176.0,57372872704.0,239526.359375,00:00
247,56015904768.0,57372782592.0,239526.140625,00:00
248,56025677824.0,57372737536.0,239526.0625,00:00
249,56027459584.0,57372737536.0,239526.078125,00:00
250,56008425472.0,57372712960.0,239526.015625,00:00
251,56066260992.0,57372704768.0,239526.0,00:00
252,56028954624.0,57372606464.0,239525.78125,00:00
253,55991808000.0,57372549120.0,239525.6875,00:00
254,56013066240.0,57372504064.0,239525.578125,00:00
255,55982297088.0,57372479488.0,239525.515625,00:00
256,55952756736.0,57372397568.0,239525.359375,00:00
257,56006778880.0,57372418048.0,239525.40625,00:00
258,56023748608.0,57372418048.0,239525.40625,00:00
259,56038969344.0,57372381184.0,239525.34375,00:00
260,56038838272.0,57372295168.0,239525.140625,00:00
261,56084672512.0,57372307456.0,239525.171875,00:00
262,56094232576.0,57372311552.0,239525.171875,00:00
263,56087248896.0,57372209152.0,239524.96875,00:00
264,56054181888.0,57372221440.0,239524.984375,00:00
265,56126427136.0,57372196864.0,239524.953125,00:00
266,56088526848.0,57372176384.0,239524.890625,00:00
267,56032235520.0,57372073984.0,239524.6875,00:00
268,56028831744.0,57372016640.0,239524.578125,00:00
269,56052088832.0,57372057600.0,239524.65625,00:00
270,56046415872.0,57372053504.0,239524.625,00:00
271,55985135616.0,57371901952.0,239524.3125,00:00
272,56006508544.0,57371922432.0,239524.359375,00:00
273,56002891776.0,57371844608.0,239524.203125,00:00
274,55970684928.0,57371766784.0,239524.03125,00:00
275,55960227840.0,57371754496.0,239524.015625,00:00
276,55993376768.0,57371774976.0,239524.0625,00:00
277,56019460096.0,57371754496.0,239524.015625,00:00
278,56022482944.0,57371680768.0,239523.859375,00:00
279,56041922560.0,57371648000.0,239523.796875,00:00
280,56093777920.0,57371668480.0,239523.84375,00:00
281,56114958336.0,57371586560.0,239523.671875,00:00
282,56082812928.0,57371500544.0,239523.46875,00:00
283,56123645952.0,57371492352.0,239523.46875,00:00
284,56056225792.0,57371439104.0,239523.359375,00:00
285,56017793024.0,57371365376.0,239523.203125,00:00
286,56084586496.0,57371353088.0,239523.171875,00:00
287,56051515392.0,57371299840.0,239523.0625,00:00
288,56008724480.0,57371185152.0,239522.8125,00:00
289,55959252992.0,57371111424.0,239522.6875,00:00
290,55926046720.0,57371119616.0,239522.703125,00:00
291,55947714560.0,57371119616.0,239522.671875,00:00
292,56004128768.0,57371111424.0,239522.671875,00:00
293,56003928064.0,57371041792.0,239522.53125,00:00
294,55988813824.0,57371017216.0,239522.484375,00:00
295,56033460224.0,57370984448.0,239522.40625,00:00
296,56024150016.0,57370935296.0,239522.296875,00:00
297,56060387328.0,57370939392.0,239522.3125,00:00
298,56049664000.0,57370857472.0,239522.15625,00:00
299,56044175360.0,57370845184.0,239522.125,00:00
300,56089616384.0,57370812416.0,239522.046875,00:00
301,56056438784.0,57370738688.0,239521.890625,00:00
302,56012648448.0,57370677248.0,239521.734375,00:00
303,56036073472.0,57370656768.0,239521.703125,00:00
304,56081276928.0,57370640384.0,239521.6875,00:00
305,56104574976.0,57370562560.0,239521.53125,00:00
306,56080494592.0,57370533888.0,239521.46875,00:00
307,56055406592.0,57370484736.0,239521.359375,00:00
308,56021000192.0,57370361856.0,239521.109375,00:00
309,56007610368.0,57370361856.0,239521.109375,00:00
310,55985180672.0,57370284032.0,239520.953125,00:00
311,55990571008.0,57370202112.0,239520.796875,00:00
312,56028504064.0,57370279936.0,239520.9375,00:00
313,56125669376.0,57370259456.0,239520.890625,00:00
314,56039370752.0,57370263552.0,239520.90625,00:00
315,56076480512.0,57370120192.0,239520.625,00:00
316,56071528448.0,57370071040.0,239520.5,00:00
317,56027729920.0,57370009600.0,239520.359375,00:00
318,56000733184.0,57369915392.0,239520.171875,00:00
319,55999860736.0,57369853952.0,239520.046875,00:00
320,56017428480.0,57369894912.0,239520.125,00:00
321,56096497664.0,57369923584.0,239520.1875,00:00
322,56118382592.0,57369866240.0,239520.078125,00:00
323,56013955072.0,57369751552.0,239519.84375,00:00
324,56005324800.0,57369726976.0,239519.765625,00:00
325,56046018560.0,57369628672.0,239519.578125,00:00
326,56087252992.0,57369661440.0,239519.625,00:00
327,56054632448.0,57369501696.0,239519.3125,00:00
328,56057245696.0,57369513984.0,239519.34375,00:00
329,56031113216.0,57369350144.0,239519.0,00:00
330,56052998144.0,57369370624.0,239519.046875,00:00
331,56009359360.0,57369243648.0,239518.78125,00:00
332,55981555712.0,57369165824.0,239518.609375,00:00
333,56020258816.0,57369219072.0,239518.71875,00:00
334,55999889408.0,57369178112.0,239518.640625,00:00
335,56053972992.0,57369145344.0,239518.5625,00:00
336,56079831040.0,57369124864.0,239518.515625,00:00
337,56089755648.0,57369022464.0,239518.3125,00:00
338,56087523328.0,57368993792.0,239518.25,00:00
339,56062976000.0,57369010176.0,239518.28125,00:00
340,56094560256.0,57368977408.0,239518.21875,00:00
341,56106377216.0,57368842240.0,239517.9375,00:00
342,56111943680.0,57368879104.0,239518.0,00:00
343,56108302336.0,57368756224.0,239517.75,00:00
344,56110510080.0,57368682496.0,239517.609375,00:00
345,56106541056.0,57368588288.0,239517.40625,00:00
346,56140120064.0,57368694784.0,239517.625,00:00
347,56088760320.0,57368444928.0,239517.109375,00:00
348,56033603584.0,57368444928.0,239517.109375,00:00
349,56008613888.0,57368289280.0,239516.78125,00:00
350,56002666496.0,57368248320.0,239516.703125,00:00
351,55961223168.0,57368162304.0,239516.53125,00:00
352,56046743552.0,57368260608.0,239516.71875,00:00
353,55988768768.0,57368125440.0,239516.4375,00:00
354,55956459520.0,57368080384.0,239516.34375,00:00
355,55930531840.0,57367957504.0,239516.09375,00:00
356,55945003008.0,57367887872.0,239515.953125,00:00
357,55959003136.0,57367891968.0,239515.96875,00:00
358,55984910336.0,57367822336.0,239515.8125,00:00
359,55943032832.0,57367699456.0,239515.546875,00:00
360,55910797312.0,57367597056.0,239515.34375,00:00
361,55904825344.0,57367465984.0,239515.0625,00:00
362,55935291392.0,57367674880.0,239515.515625,00:00
363,55962607616.0,57367592960.0,239515.34375,00:00
364,55971266560.0,57367584768.0,239515.34375,00:00
365,55973343232.0,57367486464.0,239515.109375,00:00
366,55971225600.0,57367457792.0,239515.046875,00:00
367,55959556096.0,57367318528.0,239514.75,00:00
368,55994146816.0,57367339008.0,239514.796875,00:00
369,56021131264.0,57367351296.0,239514.8125,00:00
370,55997956096.0,57367162880.0,239514.453125,00:00
371,56006291456.0,57367023616.0,239514.15625,00:00
372,56051961856.0,57367052288.0,239514.203125,00:00
373,56096366592.0,57367056384.0,239514.203125,00:00
374,56060645376.0,57366802432.0,239513.671875,00:00
375,56070733824.0,57366990848.0,239514.09375,00:00
376,56011644928.0,57366683648.0,239513.4375,00:00
377,55996211200.0,57366634496.0,239513.3125,00:00
378,55980027904.0,57366556672.0,239513.15625,00:00
379,56020627456.0,57366470656.0,239512.984375,00:00
380,56018153472.0,57366413312.0,239512.875,00:00
381,56025120768.0,57366302720.0,239512.640625,00:00
382,56034750464.0,57366310912.0,239512.65625,00:00
383,56047460352.0,57366241280.0,239512.5,00:00
384,56026230784.0,57366073344.0,239512.15625,00:00
385,56097931264.0,57366155264.0,239512.34375,00:00
386,56103292928.0,57366093824.0,239512.203125,00:00
387,56107094016.0,57366081536.0,239512.1875,00:00
388,56104079360.0,57365999616.0,239512.0,00:00
389,56066949120.0,57365884928.0,239511.765625,00:00
390,56045498368.0,57365762048.0,239511.5,00:00
391,55975292928.0,57365532672.0,239511.015625,00:00
392,55938617344.0,57365544960.0,239511.046875,00:00
393,55966715904.0,57365573632.0,239511.109375,00:00
394,55969718272.0,57365479424.0,239510.90625,00:00
395,56007868416.0,57365422080.0,239510.8125,00:00
396,56033751040.0,57365323776.0,239510.59375,00:00
397,56091066368.0,57365352448.0,239510.65625,00:00
398,56131100672.0,57365237760.0,239510.40625,00:00
399,56102526976.0,57365082112.0,239510.078125,00:00
400,56090038272.0,57365110784.0,239510.140625,00:00
401,56061853696.0,57364856832.0,239509.609375,00:00
402,56044322816.0,57364959232.0,239509.828125,00:00
403,56035209216.0,57364889600.0,239509.6875,00:00
404,56037027840.0,57364836352.0,239509.578125,00:00
405,56010027008.0,57364635648.0,239509.15625,00:00
406,56017264640.0,57364725760.0,239509.34375,00:00
407,55989641216.0,57364434944.0,239508.734375,00:00
408,55987261440.0,57364369408.0,239508.578125,00:00
409,56006717440.0,57364303872.0,239508.46875,00:00
410,55993569280.0,57364267008.0,239508.40625,00:00
411,56019517440.0,57364254720.0,239508.359375,00:00
412,55987597312.0,57364086784.0,239508.015625,00:00
413,56054853632.0,57364127744.0,239508.09375,00:00
414,56021356544.0,57364094976.0,239508.046875,00:00
415,56022384640.0,57363980288.0,239507.78125,00:00
416,56053628928.0,57363992576.0,239507.8125,00:00
417,56049528832.0,57363832832.0,239507.484375,00:00
418,55994167296.0,57363517440.0,239506.828125,00:00
419,55980695552.0,57363607552.0,239507.015625,00:00
420,55988822016.0,57363496960.0,239506.78125,00:00
421,56026238976.0,57363435520.0,239506.640625,00:00
422,56011091968.0,57363324928.0,239506.40625,00:00
423,56039632896.0,57363410944.0,239506.59375,00:00
424,56032567296.0,57363144704.0,239506.046875,00:00
425,55995084800.0,57363177472.0,239506.109375,00:00
426,55978090496.0,57363025920.0,239505.796875,00:00
427,56012951552.0,57362989056.0,239505.703125,00:00
428,55981424640.0,57362972672.0,239505.6875,00:00
429,55950524416.0,57362710528.0,239505.125,00:00
430,55983259648.0,57362673664.0,239505.078125,00:00
431,55971680256.0,57362825216.0,239505.390625,00:00
432,55964180480.0,57362481152.0,239504.65625,00:00
433,55963672576.0,57362333696.0,239504.34375,00:00
434,56026468352.0,57362341888.0,239504.359375,00:00
435,55982731264.0,57362063360.0,239503.796875,00:00
436,56040173568.0,57362190336.0,239504.046875,00:00
437,55942332416.0,57362014208.0,239503.6875,00:00
438,55966253056.0,57362014208.0,239503.6875,00:00
439,56002830336.0,57361870848.0,239503.390625,00:00
440,56007073792.0,57361825792.0,239503.28125,00:00
441,56102432768.0,57361858560.0,239503.34375,00:00
442,56096055296.0,57361526784.0,239502.671875,00:00
443,56003796992.0,57361387520.0,239502.359375,00:00
444,55977213952.0,57361391616.0,239502.40625,00:00
445,55950757888.0,57361272832.0,239502.125,00:00
446,55961456640.0,57361240064.0,239502.0625,00:00
447,55954132992.0,57361281024.0,239502.15625,00:00
448,55996985344.0,57360924672.0,239501.40625,00:00
449,55961509888.0,57360916480.0,239501.375,00:00
450,55954325504.0,57360842752.0,239501.25,00:00
451,55942963200.0,57360781312.0,239501.125,00:00
452,56009043968.0,57360986112.0,239501.53125,00:00
453,56021315584.0,57360601088.0,239500.734375,00:00
454,56027332608.0,57360441344.0,239500.40625,00:00
455,56061079552.0,57360392192.0,239500.265625,00:00
456,56085151744.0,57360293888.0,239500.109375,00:00
457,56038948864.0,57360052224.0,239499.59375,00:00
458,56112627712.0,57360072704.0,239499.625,00:00
459,56070656000.0,57359872000.0,239499.234375,00:00
460,56032059392.0,57359843328.0,239499.15625,00:00
461,56023638016.0,57359740928.0,239498.953125,00:00
462,56022958080.0,57359839232.0,239499.15625,00:00
463,56021946368.0,57359544320.0,239498.53125,00:00
464,55994400768.0,57359441920.0,239498.328125,00:00
465,55966670848.0,57359319040.0,239498.078125,00:00
466,55978188800.0,57359224832.0,239497.859375,00:00
467,55992213504.0,57359298560.0,239498.015625,00:00
468,55963013120.0,57358970880.0,239497.328125,00:00
469,55978340352.0,57359044608.0,239497.484375,00:00
470,55952334848.0,57358913536.0,239497.203125,00:00
471,55980056576.0,57358614528.0,239496.578125,00:00
472,56011300864.0,57358622720.0,239496.59375,00:00
473,56044060672.0,57358450688.0,239496.25,00:00
474,56091684864.0,57358364672.0,239496.078125,00:00
475,56056504320.0,57358241792.0,239495.8125,00:00
476,56047120384.0,57358241792.0,239495.8125,00:00
477,56040501248.0,57358082048.0,239495.484375,00:00
478,56057176064.0,57357922304.0,239495.140625,00:00
479,56083582976.0,57357934592.0,239495.15625,00:00
480,56023633920.0,57357484032.0,239494.25,00:00
481,56033959936.0,57357606912.0,239494.484375,00:00
482,56043171840.0,57357484032.0,239494.21875,00:00
483,56046055424.0,57357512704.0,239494.265625,00:00
484,56044748800.0,57357160448.0,239493.53125,00:00
485,56063016960.0,57357221888.0,239493.6875,00:00
486,56055652352.0,57356996608.0,239493.203125,00:00
487,56052404224.0,57356898304.0,239492.984375,00:00
488,56103604224.0,57356898304.0,239493.0,00:00
489,56075137024.0,57356533760.0,239492.265625,00:00
490,56119869440.0,57356656640.0,239492.5,00:00
491,56097861632.0,57356447744.0,239492.046875,00:00
492,56030900224.0,57356120064.0,239491.375,00:00
493,56051314688.0,57356095488.0,239491.328125,00:00
494,56017055744.0,57355866112.0,239490.859375,00:00
495,56006520832.0,57355780096.0,239490.671875,00:00
496,56044863488.0,57355968512.0,239491.0625,00:00
497,56080007168.0,57355661312.0,239490.421875,00:00
498,56047837184.0,57355485184.0,239490.03125,00:00
499,56037253120.0,57355575296.0,239490.25,00:00
500,56023293952.0,57355329536.0,239489.734375,00:00
501,56020107264.0,57355075584.0,239489.203125,00:00
502,56040865792.0,57354981376.0,239489.0,00:00
503,55972884480.0,57355010048.0,239489.078125,00:00
504,55989530624.0,57354764288.0,239488.5625,00:00
505,55959228416.0,57354768384.0,239488.5625,00:00
506,56010825728.0,57354801152.0,239488.625,00:00
507,55980601344.0,57354342400.0,239487.671875,00:00
508,55998844928.0,57354395648.0,239487.78125,00:00
509,55983362048.0,57354313728.0,239487.59375,00:00
510,55955439616.0,57353986048.0,239486.9375,00:00
511,55951609856.0,57354076160.0,239487.109375,00:00
512,55960477696.0,57353986048.0,239486.9375,00:00
513,55957102592.0,57353584640.0,239486.09375,00:00
514,55973588992.0,57353609216.0,239486.140625,00:00
515,55993438208.0,57353342976.0,239485.59375,00:00
516,56007979008.0,57353285632.0,239485.453125,00:00
517,56068579328.0,57353056256.0,239484.984375,00:00
518,56098324480.0,57353068544.0,239485.03125,00:00
519,56037109760.0,57352814592.0,239484.484375,00:00
520,56004612096.0,57352597504.0,239484.046875,00:00
521,55984652288.0,57352482816.0,239483.765625,00:00
522,56023879680.0,57352400896.0,239483.609375,00:00
523,56036827136.0,57352118272.0,239483.015625,00:00
524,56020766720.0,57351974912.0,239482.734375,00:00
525,56011730944.0,57351917568.0,239482.609375,00:00
526,55971844096.0,57351651328.0,239482.0625,00:00
527,55932092416.0,57351405568.0,239481.546875,00:00
528,55961952256.0,57351639040.0,239482.015625,00:00
529,55991021568.0,57351290880.0,239481.28125,00:00
530,55958302720.0,57351348224.0,239481.40625,00:00
531,55992463360.0,57351553024.0,239481.84375,00:00
532,56007737344.0,57351094272.0,239480.90625,00:00
533,55977009152.0,57350356992.0,239479.34375,00:00
534,55961632768.0,57350393856.0,239479.421875,00:00
535,55932981248.0,57350434816.0,239479.515625,00:00
536,55929929728.0,57350189056.0,239479.0,00:00
537,56004177920.0,57350254592.0,239479.125,00:00
