epoch,train_loss,valid_loss,_rmse,time
1346,55096729600.0,56358940672.0,237400.375,00:00
1347,55084027904.0,56354357248.0,237390.71875,00:00
1348,55090880512.0,56333225984.0,237346.21875,00:00
1349,55087116288.0,56351621120.0,237384.96875,00:00
1350,55046119424.0,56373624832.0,237431.296875,00:00
1351,54978134016.0,56322514944.0,237323.640625,00:00
1352,55018749952.0,56350543872.0,237382.671875,00:00
1353,55006277632.0,56334999552.0,237349.953125,00:00
1354,54973161472.0,56327831552.0,237334.859375,00:00
1355,54966337536.0,56314904576.0,237307.609375,00:00
1356,55005933568.0,56310591488.0,237298.53125,00:00
1357,55010856960.0,56337633280.0,237355.484375,00:00
1358,54982369280.0,56313274368.0,237304.171875,00:00
1359,54997975040.0,56332562432.0,237344.8125,00:00
1360,54990884864.0,56306114560.0,237289.09375,00:00
1361,54998753280.0,56291782656.0,237258.890625,00:00
1362,54944874496.0,56306008064.0,237288.859375,00:00
1363,54956052480.0,56300126208.0,237276.453125,00:00
1364,54990422016.0,56303378432.0,237283.328125,00:00
1365,54903668736.0,56292548608.0,237260.515625,00:00
1366,54897246208.0,56294559744.0,237264.75,00:00
1367,54862258176.0,56262135808.0,237196.40625,00:00
1368,54868471808.0,56301731840.0,237279.875,00:00
1369,54891188224.0,56282046464.0,237238.375,00:00
1370,54909468672.0,56273944576.0,237221.296875,00:00
1371,54848323584.0,56259960832.0,237191.8125,00:00
1372,54884298752.0,56270970880.0,237215.03125,00:00
1373,54900506624.0,56271847424.0,237216.890625,00:00
1374,54875455488.0,56277508096.0,237228.8125,00:00
1375,54892187648.0,56247689216.0,237165.953125,00:00
1376,54936338432.0,56250396672.0,237171.65625,00:00
1377,54947524608.0,56251793408.0,237174.609375,00:00
1378,54921105408.0,56260345856.0,237192.640625,00:00
1379,54875381760.0,56257236992.0,237186.078125,00:00
1380,54867230720.0,56217853952.0,237103.046875,00:00
1381,54941577216.0,56249290752.0,237169.328125,00:00
1382,54944378880.0,56248446976.0,237167.546875,00:00
1383,54918402048.0,56236822528.0,237143.046875,00:00
1384,54891667456.0,56197701632.0,237060.546875,00:00
1385,54898143232.0,56221466624.0,237110.65625,00:00
1386,54850433024.0,56217616384.0,237102.53125,00:00
1387,54867582976.0,56176001024.0,237014.765625,00:00
1388,54834946048.0,56197447680.0,237060.0,00:00
1389,54859784192.0,56193884160.0,237052.5,00:00
1390,54838190080.0,56220160000.0,237107.921875,00:00
1391,54871080960.0,56195788800.0,237056.515625,00:00
1392,54861787136.0,56169205760.0,237000.4375,00:00
1393,54857199616.0,56180158464.0,237023.5625,00:00
1394,54870740992.0,56169725952.0,237001.515625,00:00
1395,54819258368.0,56198688768.0,237062.625,00:00
1396,54867087360.0,56176619520.0,237016.0625,00:00
1397,54857052160.0,56168402944.0,236998.71875,00:00
1398,54833909760.0,56165933056.0,236993.53125,00:00
1399,54858739712.0,56178864128.0,237020.796875,00:00
1400,54840016896.0,56157708288.0,236976.171875,00:00
1401,54773235712.0,56141725696.0,236942.453125,00:00
1402,54821240832.0,56152477696.0,236965.15625,00:00
1403,54853894144.0,56153464832.0,236967.234375,00:00
1404,54849843200.0,56133812224.0,236925.734375,00:00
1405,54875193344.0,56127737856.0,236912.9375,00:00
1406,54821711872.0,56154583040.0,236969.5625,00:00
1407,54789611520.0,56129916928.0,236917.53125,00:00
1408,54867517440.0,56127414272.0,236912.25,00:00
1409,54842851328.0,56130478080.0,236918.71875,00:00
1410,54777237504.0,56127336448.0,236912.078125,00:00
1411,54739472384.0,56115777536.0,236887.6875,00:00
1412,54768877568.0,56103710720.0,236862.21875,00:00
1413,54798278656.0,56135467008.0,236929.25,00:00
1414,54728687616.0,56113414144.0,236882.703125,00:00
1415,54713696256.0,56117809152.0,236892.0,00:00
1416,54656528384.0,56057180160.0,236763.96875,00:00
1417,54664196096.0,56073441280.0,236798.296875,00:00
1418,54661844992.0,56117448704.0,236891.203125,00:00
1419,54682603520.0,56071823360.0,236794.890625,00:00
1420,54673682432.0,56075653120.0,236803.0,00:00
1421,54713335808.0,56072527872.0,236796.390625,00:00
1422,54700965888.0,56098091008.0,236850.34375,00:00
1423,54703845376.0,56057446400.0,236764.53125,00:00
1424,54583517184.0,56074457088.0,236800.453125,00:00
1425,54630166528.0,56048410624.0,236745.46875,00:00
1426,54608355328.0,56044642304.0,236737.46875,00:00
1427,54634803200.0,56034426880.0,236715.921875,00:00
1428,54669979648.0,56059879424.0,236769.65625,00:00
1429,54677147648.0,56030253056.0,236707.109375,00:00
1430,54673653760.0,56045301760.0,236738.890625,00:00
1431,54652026880.0,56041095168.0,236730.015625,00:00
1432,54618398720.0,56010391552.0,236665.15625,00:00
1433,54671462400.0,56044650496.0,236737.5,00:00
1434,54689726464.0,56003530752.0,236650.65625,00:00
1435,54631948288.0,56010813440.0,236666.046875,00:00
1436,54679769088.0,56021233664.0,236688.0625,00:00
1437,54667780096.0,55998369792.0,236639.75,00:00
1438,54672805888.0,56021344256.0,236688.28125,00:00
1439,54662238208.0,55977283584.0,236595.1875,00:00
1440,54667198464.0,56011763712.0,236668.046875,00:00
1441,54650806272.0,55982735360.0,236606.703125,00:00
1442,54611795968.0,56005763072.0,236655.375,00:00
1443,54569746432.0,55958159360.0,236554.75,00:00
1444,54556487680.0,55978770432.0,236598.328125,00:00
1445,54600179712.0,55965757440.0,236570.828125,00:00
1446,54637191168.0,55954608128.0,236547.265625,00:00
1447,54622699520.0,55983755264.0,236608.875,00:00
1448,54577172480.0,55950254080.0,236538.0625,00:00
1449,54609768448.0,55964442624.0,236568.046875,00:00
1450,54625804288.0,55938072576.0,236512.296875,00:00
1451,54593949696.0,55956381696.0,236551.015625,00:00
1452,54591741952.0,55973998592.0,236588.234375,00:00
1453,54588612608.0,55927877632.0,236490.75,00:00
1454,54527864832.0,55947423744.0,236532.078125,00:00
1455,54548692992.0,55919874048.0,236473.828125,00:00
1456,54496227328.0,55926751232.0,236488.375,00:00
1457,54497128448.0,55910445056.0,236453.890625,00:00
1458,54526881792.0,55899697152.0,236431.171875,00:00
1459,54527221760.0,55949987840.0,236537.5,00:00
1460,54532239360.0,55874195456.0,236377.234375,00:00
1461,54586589184.0,55930019840.0,236495.28125,00:00
1462,54555332608.0,55892201472.0,236415.3125,00:00
1463,54489939968.0,55893585920.0,236418.25,00:00
1464,54500528128.0,55871844352.0,236372.265625,00:00
1465,54512017408.0,55894900736.0,236421.03125,00:00
1466,54476984320.0,55880192000.0,236389.90625,00:00
1467,54436597760.0,55853674496.0,236333.8125,00:00
1468,54474956800.0,55880740864.0,236391.078125,00:00
1469,54441910272.0,55879524352.0,236388.515625,00:00
1470,54493782016.0,55896715264.0,236424.859375,00:00
1471,54456881152.0,55822458880.0,236267.765625,00:00
1472,54479724544.0,55858253824.0,236343.515625,00:00
1473,54467833856.0,55832461312.0,236288.9375,00:00
1474,54480113664.0,55851053056.0,236328.265625,00:00
1475,54501466112.0,55840239616.0,236305.390625,00:00
1476,54512373760.0,55827668992.0,236278.78125,00:00
1477,54502883328.0,55798677504.0,236217.421875,00:00
1478,54475841536.0,55843348480.0,236311.96875,00:00
1479,54494318592.0,55808413696.0,236238.046875,00:00
1480,54480379904.0,55804026880.0,236228.765625,00:00
1481,54492229632.0,55827369984.0,236278.171875,00:00
1482,54489653248.0,55797985280.0,236215.96875,00:00
1483,54469853184.0,55781687296.0,236181.46875,00:00
1484,54447915008.0,55789924352.0,236198.90625,00:00
1485,54479958016.0,55767744512.0,236151.953125,00:00
1486,54463254528.0,55774392320.0,236166.03125,00:00
1487,54435676160.0,55809830912.0,236241.046875,00:00
1488,54430797824.0,55770701824.0,236158.203125,00:00
1489,54442377216.0,55779389440.0,236176.625,00:00
1490,54474350592.0,55739092992.0,236091.28125,00:00
1491,54465568768.0,55745654784.0,236105.171875,00:00
1492,54450462720.0,55747461120.0,236109.015625,00:00
1493,54465712128.0,55808008192.0,236237.1875,00:00
1494,54402678784.0,55705620480.0,236020.375,00:00
1495,54413234176.0,55727550464.0,236066.828125,00:00
1496,54447308800.0,55716716544.0,236043.890625,00:00
1497,54416302080.0,55746318336.0,236106.578125,00:00
1498,54404460544.0,55701037056.0,236010.6875,00:00
1499,54347366400.0,55711711232.0,236033.28125,00:00
1500,54368940032.0,55743737856.0,236101.109375,00:00
1501,54391631872.0,55697862656.0,236003.9375,00:00
1502,54378340352.0,55696302080.0,236000.625,00:00
1503,54363598848.0,55744921600.0,236103.609375,00:00
1504,54376677376.0,55681220608.0,235968.671875,00:00
1505,54397018112.0,55669493760.0,235943.84375,00:00
1506,54338465792.0,55690854400.0,235989.09375,00:00
1507,54294319104.0,55677353984.0,235960.5,00:00
1508,54292385792.0,55700004864.0,236008.484375,00:00
1509,54315618304.0,55661154304.0,235926.171875,00:00
1510,54341971968.0,55680217088.0,235966.5625,00:00
1511,54298222592.0,55666978816.0,235938.53125,00:00
1512,54344966144.0,55635873792.0,235872.59375,00:00
1513,54332297216.0,55638196224.0,235877.5,00:00
1514,54301581312.0,55630094336.0,235860.328125,00:00
1515,54276734976.0,55615258624.0,235828.875,00:00
1516,54217252864.0,55638220800.0,235877.546875,00:00
1517,54234828800.0,55617183744.0,235832.953125,00:00
1518,54212403200.0,55638167552.0,235877.4375,00:00
1519,54194167808.0,55603494912.0,235803.9375,00:00
1520,54262706176.0,55583756288.0,235762.0625,00:00
1521,54270763008.0,55614365696.0,235827.015625,00:00
1522,54330998784.0,55598891008.0,235794.171875,00:00
1523,54339645440.0,55624790016.0,235849.09375,00:00
1524,54238646272.0,55620354048.0,235839.671875,00:00
1525,54224166912.0,55566479360.0,235725.4375,00:00
1526,54212513792.0,55580418048.0,235755.0,00:00
1527,54257721344.0,55562694656.0,235717.40625,00:00
1528,54188892160.0,55543570432.0,235676.84375,00:00
1529,54217097216.0,55597568000.0,235791.359375,00:00
1530,54219706368.0,55545556992.0,235681.046875,00:00
1531,54238547968.0,55555198976.0,235701.5,00:00
1532,54261821440.0,55532535808.0,235653.421875,00:00
1533,54204129280.0,55518806016.0,235624.28125,00:00
1534,54177169408.0,55576518656.0,235746.71875,00:00
1535,54157680640.0,55512342528.0,235610.5625,00:00
1536,54170861568.0,55531737088.0,235651.734375,00:00
1537,54206455808.0,55534649344.0,235657.90625,00:00
1538,54178050048.0,55485247488.0,235553.078125,00:00
1539,54167146496.0,55492165632.0,235567.75,00:00
1540,54200172544.0,55519428608.0,235625.609375,00:00
1541,54150893568.0,55542255616.0,235674.046875,00:00
1542,54174756864.0,55454314496.0,235487.375,00:00
1543,54157709312.0,55486455808.0,235555.640625,00:00
1544,54161317888.0,55443841024.0,235465.15625,00:00
1545,54160551936.0,55520882688.0,235628.703125,00:00
1546,54161600512.0,55470776320.0,235522.359375,00:00
1547,54103457792.0,55443206144.0,235463.8125,00:00
1548,54085447680.0,55470698496.0,235522.1875,00:00
1549,54061670400.0,55475724288.0,235532.859375,00:00
1550,54076825600.0,55438295040.0,235453.375,00:00
1551,54079528960.0,55434285056.0,235444.859375,00:00
1552,54094860288.0,55435329536.0,235447.078125,00:00
1553,54099816448.0,55400316928.0,235372.71875,00:00
1554,54103748608.0,55389548544.0,235349.84375,00:00
1555,54085246976.0,55406874624.0,235386.625,00:00
1556,54076047360.0,55434555392.0,235445.421875,00:00
1557,54101757952.0,55418589184.0,235411.53125,00:00
1558,54022004736.0,55418208256.0,235410.71875,00:00
1559,54008070144.0,55379841024.0,235329.21875,00:00
1560,53960347648.0,55393927168.0,235359.140625,00:00
1561,53943599104.0,55397187584.0,235366.078125,00:00
1562,53962432512.0,55412543488.0,235398.6875,00:00
1563,53981806592.0,55335985152.0,235236.015625,00:00
1564,54055186432.0,55393996800.0,235359.28125,00:00
1565,54067388416.0,55364890624.0,235297.453125,00:00
1566,54006710272.0,55320854528.0,235203.859375,00:00
1567,54052212736.0,55318228992.0,235198.296875,00:00
1568,53986549760.0,55348064256.0,235261.6875,00:00
1569,53947490304.0,55390715904.0,235352.34375,00:00
1570,53908148224.0,55324057600.0,235210.671875,00:00
1571,53897105408.0,55318626304.0,235199.125,00:00
1572,53880647680.0,55304818688.0,235169.734375,00:00
1573,53857861632.0,55358402560.0,235283.65625,00:00
1574,53876264960.0,55279656960.0,235116.25,00:00
1575,53857746944.0,55309692928.0,235180.140625,00:00
1576,53807747072.0,55273803776.0,235103.8125,00:00
1577,53856190464.0,55270928384.0,235097.703125,00:00
1578,53870841856.0,55302246400.0,235164.296875,00:00
1579,53900734464.0,55291928576.0,235142.34375,00:00
1580,53924458496.0,55258415104.0,235071.078125,00:00
1581,53867171840.0,55292268544.0,235143.078125,00:00
1582,53803487232.0,55216545792.0,234982.015625,00:00
1583,53743796224.0,55279575040.0,235116.09375,00:00
1584,53766438912.0,55211626496.0,234971.5625,00:00
1585,53743468544.0,55283503104.0,235124.4375,00:00
1586,53834829824.0,55251660800.0,235056.71875,00:00
1587,53869871104.0,55199666176.0,234946.078125,00:00
1588,53865873408.0,55230091264.0,235010.84375,00:00
1589,53843124224.0,55188877312.0,234923.140625,00:00
1590,53819625472.0,55239024640.0,235029.84375,00:00
1591,53776392192.0,55188058112.0,234921.375,00:00
1592,53803073536.0,55164694528.0,234871.65625,00:00
1593,53781299200.0,55196282880.0,234938.90625,00:00
1594,53800681472.0,55193423872.0,234932.8125,00:00
1595,53852495872.0,55191437312.0,234928.578125,00:00
1596,53816545280.0,55164600320.0,234871.46875,00:00
1597,53784903680.0,55191650304.0,234929.03125,00:00
1598,53778010112.0,55158947840.0,234859.421875,00:00
1599,53790871552.0,55150968832.0,234842.421875,00:00
1600,53824311296.0,55101366272.0,234736.796875,00:00
1601,53827956736.0,55159537664.0,234860.6875,00:00
1602,53781725184.0,55138213888.0,234815.28125,00:00
1603,53779345408.0,55111254016.0,234757.875,00:00
1604,53793218560.0,55218991104.0,234987.21875,00:00
1605,53773766656.0,55076859904.0,234684.59375,00:00
1606,53765357568.0,55156154368.0,234853.46875,00:00
1607,53806022656.0,55090184192.0,234712.984375,00:00
1608,53745377280.0,55153618944.0,234848.078125,00:00
1609,53753778176.0,55149940736.0,234840.234375,00:00
1610,53722771456.0,55089278976.0,234711.046875,00:00
1611,53727555584.0,55075008512.0,234680.65625,00:00
1612,53693505536.0,55080214528.0,234691.75,00:00
1613,53694201856.0,55085330432.0,234702.640625,00:00
1614,53655146496.0,55099924480.0,234733.734375,00:00
1615,53640278016.0,55044804608.0,234616.3125,00:00
1616,53709885440.0,55056216064.0,234640.609375,00:00
1617,53727973376.0,55065194496.0,234659.765625,00:00
1618,53705699328.0,54980399104.0,234479.0,00:00
1619,53727297536.0,55019696128.0,234562.78125,00:00
1620,53684961280.0,55019294720.0,234561.921875,00:00
1621,53671555072.0,55038095360.0,234602.0,00:00
1622,53655568384.0,55016091648.0,234555.09375,00:00
1623,53650550784.0,54998732800.0,234518.09375,00:00
1624,53575958528.0,54952017920.0,234418.46875,00:00
1625,53598523392.0,55007703040.0,234537.203125,00:00
1626,53629992960.0,55045840896.0,234618.5,00:00
1627,53611671552.0,54931013632.0,234373.65625,00:00
1628,53611069440.0,55015034880.0,234552.828125,00:00
1629,53555875840.0,54920761344.0,234351.796875,00:00
1630,53590790144.0,55003463680.0,234528.171875,00:00
1631,53559050240.0,54963109888.0,234442.109375,00:00
1632,53530300416.0,54961295360.0,234438.25,00:00
1633,53524488192.0,54978805760.0,234475.59375,00:00
1634,53482975232.0,54943973376.0,234401.3125,00:00
1635,53535600640.0,54932066304.0,234375.90625,00:00
1636,53499748352.0,54923423744.0,234357.46875,00:00
1637,53500956672.0,54884417536.0,234274.234375,00:00
1638,53513330688.0,54858641408.0,234219.21875,00:00
1639,53546795008.0,54878564352.0,234261.75,00:00
1640,53507485696.0,54915166208.0,234339.859375,00:00
1641,53537193984.0,54931386368.0,234374.46875,00:00
1642,53500485632.0,54849085440.0,234198.828125,00:00
1643,53486800896.0,54929866752.0,234371.21875,00:00
1644,53496999936.0,54837129216.0,234173.28125,00:00
1645,53488459776.0,54856462336.0,234214.5625,00:00
1646,53465034752.0,54808645632.0,234112.46875,00:00
1647,53482582016.0,54859321344.0,234220.671875,00:00
1648,53562425344.0,54859407360.0,234220.859375,00:00
1649,53548474368.0,54853939200.0,234209.171875,00:00
1650,53485752320.0,54799736832.0,234093.4375,00:00
1651,53518454784.0,54834642944.0,234167.984375,00:00
1652,53507162112.0,54857711616.0,234217.234375,00:00
1653,53483110400.0,54763388928.0,234015.796875,00:00
1654,53465157632.0,54843117568.0,234186.078125,00:00
1655,53432860672.0,54764130304.0,234017.375,00:00
1656,53421953024.0,54752727040.0,233993.03125,00:00
1657,53438496768.0,54788595712.0,234069.640625,00:00
1658,53378654208.0,54780542976.0,234052.4375,00:00
1659,53379522560.0,54704459776.0,233889.84375,00:00
1660,53408858112.0,54757572608.0,234003.359375,00:00
1661,53439651840.0,54721531904.0,233926.328125,00:00
1662,53456588800.0,54812332032.0,234120.34375,00:00
1663,53409710080.0,54756044800.0,234000.109375,00:00
1664,53401972736.0,54629019648.0,233728.515625,00:00
1665,53372358656.0,54799695872.0,234093.34375,00:00
1666,53337116672.0,54645788672.0,233764.390625,00:00
1667,53331107840.0,54643249152.0,233758.96875,00:00
1668,53370105856.0,54760071168.0,234008.703125,00:00
1669,53321768960.0,54690979840.0,233861.015625,00:00
1670,53290598400.0,54732263424.0,233949.28125,00:00
1671,53326999552.0,54644088832.0,233760.75,00:00
1672,53345738752.0,54734991360.0,233955.109375,00:00
1673,53344600064.0,54662373376.0,233799.84375,00:00
1674,53350629376.0,54638862336.0,233749.578125,00:00
1675,53360361472.0,54653370368.0,233780.609375,00:00
1676,53355438080.0,54663786496.0,233802.875,00:00
1677,53349076992.0,54585913344.0,233636.28125,00:00
1678,53297811456.0,54671323136.0,233818.984375,00:00
1679,53261713408.0,54624473088.0,233718.765625,00:00
1680,53274943488.0,54569877504.0,233601.96875,00:00
1681,53253115904.0,54632431616.0,233735.8125,00:00
1682,53227507712.0,54649237504.0,233771.75,00:00
1683,53179490304.0,54603046912.0,233672.953125,00:00
1684,53199790080.0,54533259264.0,233523.578125,00:00
1685,53209858048.0,54581563392.0,233626.984375,00:00
1686,53134225408.0,54597586944.0,233661.25,00:00
1687,53237465088.0,54586363904.0,233637.25,00:00
1688,53278703616.0,54569463808.0,233601.078125,00:00
1689,53303099392.0,54551842816.0,233563.375,00:00
1690,53239791616.0,54517641216.0,233490.125,00:00
1691,53259010048.0,54493986816.0,233439.46875,00:00
1692,53215989760.0,54570450944.0,233603.1875,00:00
1693,53193695232.0,54559969280.0,233580.75,00:00
1694,53222944768.0,54433648640.0,233310.1875,00:00
1695,53193494528.0,54548992000.0,233557.28125,00:00
1696,53176168448.0,54537277440.0,233532.171875,00:00
1697,53222432768.0,54480158720.0,233409.859375,00:00
1698,53231599616.0,54436208640.0,233315.6875,00:00
1699,53230637056.0,54517567488.0,233489.96875,00:00
1700,53130592256.0,54403489792.0,233245.546875,00:00
1701,53117628416.0,54504968192.0,233462.984375,00:00
1702,53039390720.0,54424403968.0,233290.390625,00:00
1703,53087842304.0,54433120256.0,233309.0625,00:00
1704,53109530624.0,54399062016.0,233236.0625,00:00
1705,53124505600.0,54375829504.0,233186.25,00:00
1706,53085282304.0,54507032576.0,233467.40625,00:00
1707,53051183104.0,54466109440.0,233379.75,00:00
1708,53006598144.0,54412914688.0,233265.765625,00:00
1709,52973322240.0,54444044288.0,233332.46875,00:00
1710,53000269824.0,54328012800.0,233083.6875,00:00
1711,52962414592.0,54379982848.0,233195.171875,00:00
1712,52977369088.0,54418358272.0,233277.421875,00:00
1713,53015592960.0,54218768384.0,232849.21875,00:00
1714,53039833088.0,54424993792.0,233291.65625,00:00
1715,53063192576.0,54350282752.0,233131.46875,00:00
1716,53061419008.0,54432985088.0,233308.78125,00:00
1717,52994121728.0,54428991488.0,233300.203125,00:00
1718,53034557440.0,54302654464.0,233029.296875,00:00
1719,52986769408.0,54261960704.0,232941.984375,00:00
1720,53053849600.0,54335594496.0,233099.96875,00:00
1721,53076475904.0,54270382080.0,232960.046875,00:00
1722,52974325760.0,54276096000.0,232972.3125,00:00
1723,52966662144.0,54256082944.0,232929.34375,00:00
1724,52954267648.0,54385889280.0,233207.84375,00:00
1725,52974632960.0,54292873216.0,233008.3125,00:00
1726,52966379520.0,54310273024.0,233045.640625,00:00
1727,52974845952.0,54264983552.0,232948.484375,00:00
1728,52960485376.0,54194143232.0,232796.359375,00:00
1729,52979494912.0,54289289216.0,233000.625,00:00
1730,52961075200.0,54252068864.0,232920.734375,00:00
1731,52941979648.0,54327336960.0,233082.25,00:00
1732,52881829888.0,54280101888.0,232980.90625,00:00
1733,52882685952.0,54084403200.0,232560.546875,00:00
1734,52878999552.0,54261264384.0,232940.5,00:00
1735,52907806720.0,54203211776.0,232815.828125,00:00
1736,52930285568.0,54013374464.0,232407.78125,00:00
1737,52902711296.0,54251048960.0,232918.546875,00:00
1738,52877459456.0,54324625408.0,233076.421875,00:00
1739,52894883840.0,54159118336.0,232721.109375,00:00
1740,52859240448.0,54143537152.0,232687.640625,00:00
1741,52803244032.0,54195052544.0,232798.3125,00:00
1742,52813897728.0,54145134592.0,232691.078125,00:00
1743,52867084288.0,54131175424.0,232661.078125,00:00
1744,52898594816.0,54056583168.0,232500.71875,00:00
1745,52863647744.0,54199824384.0,232808.546875,00:00
1746,52846391296.0,54082023424.0,232555.421875,00:00
1747,52821925888.0,54126252032.0,232650.5,00:00
1748,52823621632.0,54083338240.0,232558.234375,00:00
1749,52786835456.0,54090817536.0,232574.328125,00:00
1750,52692639744.0,54114934784.0,232626.171875,00:00
1751,52672872448.0,54130765824.0,232660.1875,00:00
1752,52700360704.0,54050512896.0,232487.65625,00:00
1753,52749508608.0,54077800448.0,232546.34375,00:00
1754,52700925952.0,54070321152.0,232530.265625,00:00
1755,52716064768.0,54060081152.0,232508.234375,00:00
1756,52706762752.0,54033002496.0,232449.984375,00:00
1757,52677603328.0,54025998336.0,232434.9375,00:00
1758,52650311680.0,53904461824.0,232173.34375,00:00
1759,52640026624.0,53933912064.0,232236.75,00:00
1760,52622389248.0,54038192128.0,232461.140625,00:00
1761,52609261568.0,53924978688.0,232217.53125,00:00
1762,52599767040.0,53903052800.0,232170.3125,00:00
1763,52601438208.0,53988720640.0,232354.734375,00:00
1764,52643258368.0,53928390656.0,232224.875,00:00
1765,52631207936.0,53938122752.0,232245.8125,00:00
1766,52673331200.0,54014873600.0,232410.984375,00:00
1767,52659748864.0,53919301632.0,232205.3125,00:00
1768,52651364352.0,53920874496.0,232208.703125,00:00
1769,52579504128.0,53849243648.0,232054.40625,00:00
1770,52600057856.0,53976854528.0,232329.1875,00:00
1771,52574519296.0,53991337984.0,232360.359375,00:00
1772,52588273664.0,53826592768.0,232005.59375,00:00
1773,52626792448.0,53859889152.0,232077.328125,00:00
1774,52645072896.0,53897031680.0,232157.34375,00:00
1775,52573798400.0,53777551360.0,231899.859375,00:00
1776,52532199424.0,53866766336.0,232092.171875,00:00
1777,52526813184.0,53936406528.0,232242.140625,00:00
1778,52477960192.0,53854203904.0,232065.078125,00:00
1779,52468428800.0,53817786368.0,231986.609375,00:00
1780,52471050240.0,53804953600.0,231958.953125,00:00
1781,52439445504.0,53747339264.0,231834.71875,00:00
1782,52403675136.0,53796245504.0,231940.1875,00:00
1783,52441051136.0,53729632256.0,231796.546875,00:00
1784,52410474496.0,53845082112.0,232045.4375,00:00
1785,52412502016.0,53745979392.0,231831.78125,00:00
1786,52418564096.0,53802274816.0,231953.171875,00:00
1787,52368523264.0,53795127296.0,231937.75,00:00
1788,52377075712.0,53708664832.0,231751.3125,00:00
1789,52357586944.0,53614145536.0,231547.28125,00:00
1790,52384161792.0,53684285440.0,231698.703125,00:00
1791,52415471616.0,53708615680.0,231751.1875,00:00
1792,52397985792.0,53721579520.0,231779.171875,00:00
1793,52406988800.0,53756686336.0,231854.890625,00:00
1794,52364038144.0,53698936832.0,231730.3125,00:00
1795,52363456512.0,53671342080.0,231670.765625,00:00
1796,52388732928.0,53654781952.0,231635.015625,00:00
1797,52330545152.0,53728358400.0,231793.78125,00:00
1798,52353400832.0,53751373824.0,231843.4375,00:00
1799,52283355136.0,53657419776.0,231640.71875,00:00
1800,52273057792.0,53620006912.0,231559.953125,00:00
1801,52244414464.0,53494403072.0,231288.578125,00:00
1802,52243222528.0,53667045376.0,231661.484375,00:00
1803,52267225088.0,53712941056.0,231760.53125,00:00
1804,52307046400.0,53613535232.0,231545.96875,00:00
1805,52357799936.0,53585154048.0,231484.671875,00:00
1806,52284182528.0,53626843136.0,231574.71875,00:00
1807,52279681024.0,53629329408.0,231580.078125,00:00
1808,52263235584.0,53499019264.0,231298.5625,00:00
1809,52191186944.0,53529968640.0,231365.4375,00:00
1810,52136644608.0,53586092032.0,231486.703125,00:00
1811,52163780608.0,53416484864.0,231120.0625,00:00
1812,52157251584.0,53654216704.0,231633.796875,00:00
1813,52125892608.0,53554855936.0,231419.21875,00:00
1814,52151910400.0,53389119488.0,231060.859375,00:00
1815,52137488384.0,53486964736.0,231272.5,00:00
1816,52202536960.0,53604564992.0,231526.625,00:00
1817,52176318464.0,53490671616.0,231280.5,00:00
1818,52171415552.0,53383450624.0,231048.578125,00:00
1819,52147052544.0,53601697792.0,231520.390625,00:00
1820,52113412096.0,53357125632.0,230991.640625,00:00
1821,52086300672.0,53513236480.0,231329.296875,00:00
1822,52095238144.0,53410729984.0,231107.609375,00:00
1823,52123185152.0,53482422272.0,231262.6875,00:00
1824,52064342016.0,53403746304.0,231092.5,00:00
1825,52062765056.0,53320990720.0,230913.390625,00:00
1826,52042280960.0,53484556288.0,231267.28125,00:00
1827,52024672256.0,53325762560.0,230923.703125,00:00
1828,52046450688.0,53350748160.0,230977.8125,00:00
1829,52022431744.0,53349679104.0,230975.5,00:00
1830,51987210240.0,53310169088.0,230889.953125,00:00
1831,51981377536.0,53315051520.0,230900.515625,00:00
1832,52058546176.0,53395267584.0,231074.171875,00:00
1833,52017172480.0,53357191168.0,230991.75,00:00
1834,52017922048.0,53159010304.0,230562.375,00:00
1835,51969269760.0,53340196864.0,230954.96875,00:00
1836,51960922112.0,53298601984.0,230864.90625,00:00
1837,51984723968.0,53340848128.0,230956.390625,00:00
1838,51953287168.0,53301960704.0,230872.15625,00:00
1839,51948216320.0,53254135808.0,230768.5625,00:00
1840,51912273920.0,53211222016.0,230675.578125,00:00
1841,51887820800.0,53191483392.0,230632.796875,00:00
1842,51837394944.0,53273194496.0,230809.859375,00:00
1843,51836903424.0,53269618688.0,230802.109375,00:00
1844,51843182592.0,53159383040.0,230563.203125,00:00
1845,51865894912.0,53184557056.0,230617.765625,00:00
1846,51908567040.0,53217734656.0,230689.6875,00:00
1847,51894726656.0,53242650624.0,230743.6875,00:00
1848,51878064128.0,53230813184.0,230718.046875,00:00
1849,51836465152.0,53231427584.0,230719.375,00:00
1850,51779432448.0,53377847296.0,231036.46875,00:00
1851,51756777472.0,52932116480.0,230069.8125,00:00
1852,51731755008.0,53102829568.0,230440.5,00:00
1853,51725869056.0,53136216064.0,230512.953125,00:00
1854,51697106944.0,53205692416.0,230663.59375,00:00
1855,51710078976.0,53055447040.0,230337.6875,00:00
1856,51725811712.0,53063917568.0,230356.078125,00:00
1857,51669798912.0,53115297792.0,230467.578125,00:00
1858,51683184640.0,53027459072.0,230276.921875,00:00
1859,51732783104.0,53096255488.0,230426.234375,00:00
1860,51739676672.0,53007085568.0,230232.6875,00:00
1861,51728576512.0,53042483200.0,230309.5625,00:00
1862,51706638336.0,52888215552.0,229974.375,00:00
1863,51690930176.0,53012094976.0,230243.5625,00:00
1864,51683340288.0,53045325824.0,230315.6875,00:00
1865,51628892160.0,53105340416.0,230445.96875,00:00
